definition_xml,store_name,brand,categories,declared_vehicle_type,type_description,function_keys,function_labels,definition_kind,source_review_reasons,function_cohort_id,suggested_primary_family,suggested_primary_role,suggested_secondary_roles,suggested_capabilities,semantic_confidence,semantic_review_status,support_layers,decision_basis,semantic_conflict_detail,implementation_divergence,reviewer_decision_status,approved_primary_family,approved_primary_role,approved_secondary_roles,approved_capabilities,reviewer_notes,review_unit_id,reviewed_primary_family,reviewed_primary_role,reviewed_secondary_roles,reviewed_capabilities,consolidation_resolution,semantic_profile_state,semantic_catalogue_version
claas/arion550/arion550.xml,ARION 570-530,CLAAS,tractorsS,tractor,tractor,$l10n_function_tractor | $l10n_function_tractorFrontloader,Tractors are required to pull trailers and tools. | This tractor can also attach a front loader.,DIRECT_MODEL,,SC-F133,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsS:TRACTOR,,,APPROVED,,,,,,SC-R156,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/convioFlex1080/convioFlex1080.xml,CONVIO FLEX 1080,CLAAS,cutters,cutter,header,$l10n_function_cutter,Headers are attached to harvesters.,DIRECT_MODEL,,SC-F030,HARVEST,HARVEST_HEADER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutter:HARVEST_HEADER ; TYPE_DESC=header:HARVEST_HEADER ; CATEGORY=cutters:HARVEST_HEADER,,,APPROVED,,,,,,SC-R035,HARVEST,HARVEST_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/convioFlex1380/convioFlex1380.xml,CONVIO FLEX 1380,CLAAS,cutters,cutter,header,$l10n_function_cutter,Headers are attached to harvesters.,DIRECT_MODEL,,SC-F030,HARVEST,HARVEST_HEADER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutter:HARVEST_HEADER ; TYPE_DESC=header:HARVEST_HEADER ; CATEGORY=cutters:HARVEST_HEADER,,,APPROVED,,,,,,SC-R035,HARVEST,HARVEST_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/directDisc500/directDisc500.xml,DIRECT DISC 500,CLAAS,forageHarvesterCutters,cutter,header,$l10n_function_cutterForage,Headers are attached to forage harvesters.,DIRECT_MODEL,,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=header:HARVEST_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/directDisc500Trailer/directDisc500Trailer.xml,DIRECT DISC 500 %s,CLAAS,forageHarvesterCutterTrailers,dynamicMountAttacherTrailer,cutter trailer,$l10n_function_cutterTrailer,Header trailers can transport headers safely on the road.,DIRECT_MODEL,,SC-F032,TRANSPORT_AND_LOGISTICS,HEADER_TRAILER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE,FUNCTION=$l10n_function_cutterTrailer:HEADER_TRAILER ; TYPE_DESC=cutter trailer:HEADER_TRAILER ; DECLARED_TYPE=dynamicMountAttacherTrailer:GENERAL_TRAILER ; CATEGORY=forageHarvesterCutterTrailers:HARVEST_HEADER,,,APPROVED,,,,,,SC-R037,TRANSPORT_AND_LOGISTICS,HEADER_TRAILER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/evion450/evion450.xml,EVION 450,CLAAS,harvesters,combineDrivable,harvester,$l10n_function_combine | $l10n_function_combineNeedsCutter,"This machine can harvest the indicated crop types. | For a harvester to work, it also needs a suitable header.",DIRECT_MODEL,,SC-F024,HARVEST,COMBINE_HARVESTER,,REQUIRES_HEADER,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_combine:COMBINE_HARVESTER ; TYPE_DESC=harvester:SELF_PROPELLED_HARVESTER ; DECLARED_TYPE=combineDrivable:SELF_PROPELLED_HARVESTER ; CATEGORY=harvesters:SELF_PROPELLED_HARVESTER,,,APPROVED,,,,,,SC-R028,HARVEST,COMBINE_HARVESTER,,REQUIRES_HEADER,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/frontLoader140/frontLoader140.xml,FL 140,CLAAS,frontLoaders,attachableFrontloader,front loader,$l10n_function_frontloader,Front loaders are used to stack and load various goods.,DIRECT_MODEL,,SC-F049,MATERIAL_HANDLING,FRONT_LOADER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_frontloader:FRONT_LOADER ; TYPE_DESC=front loader:FRONT_LOADER ; DECLARED_TYPE=attachableFrontloader:FRONT_LOADER ; CATEGORY=frontLoaders:FRONT_LOADER,,,APPROVED,,,,,,SC-R059,MATERIAL_HANDLING,FRONT_LOADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/jaguar990TT/jaguar990TT.xml,JAGUAR 990 TERRA TRAC,CLAAS,forageHarvesters,combineDrivable,harvester,$l10n_function_combineForage | $l10n_function_combineNeedsForageCutter,"Forage harvesters process the indicated crop types. | For a forage harvester to work, it also needs a suitable header.",DIRECT_MODEL,,SC-F025,HARVEST,FORAGE_HARVESTER,,REQUIRES_FORAGE_HEADER,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_combineForage:FORAGE_HARVESTER ; TYPE_DESC=harvester:SELF_PROPELLED_HARVESTER ; DECLARED_TYPE=combineDrivable:SELF_PROPELLED_HARVESTER ; CATEGORY=forageHarvesters:FORAGE_HARVESTER,,,APPROVED,,,,,,SC-R030,HARVEST,FORAGE_HARVESTER,,REQUIRES_FORAGE_HEADER,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/lexion6900/lexion6900.xml,LEXION 6900,CLAAS,harvesters,tractor,harvester,$l10n_function_combine | $l10n_function_combineNeedsCutter,"This machine can harvest the indicated crop types. | For a harvester to work, it also needs a suitable header.",INHERITED_VARIANT,DECLARED_TYPE_DIFFERS_FROM_PARENT | INHERITED_DEFINITION | PARENT_ATTRIBUTE_OPERATIONS,SC-F024,HARVEST,COMBINE_HARVESTER,,REQUIRES_HEADER,CONFLICTED,CONFLICTED,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_combine:COMBINE_HARVESTER ; TYPE_DESC=harvester:SELF_PROPELLED_HARVESTER ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=harvesters:SELF_PROPELLED_HARVESTER,DECLARED_TYPE_DIFFERS_FROM_PARENT:TRACTOR->COMBINE_HARVESTER,DECLARED_TYPE:TRACTOR,APPROVED,,,,,,SC-R028,HARVEST,COMBINE_HARVESTER,,REQUIRES_HEADER,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/lexion8900/lexion8900.xml,LEXION 8000,CLAAS,harvesters,combineDrivable,harvester,$l10n_function_combine | $l10n_function_combineNeedsCutter,"This machine can harvest the indicated crop types. | For a harvester to work, it also needs a suitable header.",DIRECT_MODEL,,SC-F024,HARVEST,COMBINE_HARVESTER,,REQUIRES_HEADER,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_combine:COMBINE_HARVESTER ; TYPE_DESC=harvester:SELF_PROPELLED_HARVESTER ; DECLARED_TYPE=combineDrivable:SELF_PROPELLED_HARVESTER ; CATEGORY=harvesters:SELF_PROPELLED_HARVESTER,,,APPROVED,,,,,,SC-R028,HARVEST,COMBINE_HARVESTER,,REQUIRES_HEADER,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/orbis900/orbis900.xml,ORBIS 900,CLAAS,forageHarvesterCutters,cutter,harvesting header,$l10n_function_cutterForage,Headers are attached to forage harvesters.,DIRECT_MODEL,,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=harvesting header:HARVEST_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/pickUp300/pickUp300.xml,PICK UP 300,CLAAS,forageHarvesterCutters,cutter,pickup,$l10n_function_cutterForage,Headers are attached to forage harvesters.,DIRECT_MODEL,,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED,FUNCTION | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=pickup:PICKUP_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/quadrant5300/quadrant5300.xml,QUADRANT 5300 FC,CLAAS,balersSquare,baler,baler,$l10n_function_baler,"A baler turns loose straw, grass, or hay into convenient bales.",DIRECT_MODEL,,SC-F014,GRASSLAND_AND_FORAGE,BALER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_baler:BALER ; TYPE_DESC=baler:BALER ; DECLARED_TYPE=baler:BALER ; CATEGORY=balersSquare:BALER,,,APPROVED,,,,,,SC-R016,GRASSLAND_AND_FORAGE,BALER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/vario620/vario620.xml,VARIO 620,CLAAS,cutters,cutter,header,$l10n_function_cutter,Headers are attached to harvesters.,DIRECT_MODEL,,SC-F030,HARVEST,HARVEST_HEADER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutter:HARVEST_HEADER ; TYPE_DESC=header:HARVEST_HEADER ; CATEGORY=cutters:HARVEST_HEADER,,,APPROVED,,,,,,SC-R035,HARVEST,HARVEST_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/w1800/w1800.xml,W 1800,CLAAS,weights,implement,Weight,$l10n_function_weight,A weight helps to keep a tractor's wheels on the ground and improves its balance.,DIRECT_MODEL,,SC-F141,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_weight:BALLAST_WEIGHT ; TYPE_DESC=Weight:BALLAST_WEIGHT,,,APPROVED,,,,,,SC-R164,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/w600/w600.xml,W 600,CLAAS,weights,implement,Weight,$l10n_function_weight,A weight helps to keep a tractor's wheels on the ground and improves its balance.,DIRECT_MODEL,,SC-F141,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_weight:BALLAST_WEIGHT ; TYPE_DESC=Weight:BALLAST_WEIGHT,,,APPROVED,,,,,,SC-R164,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/w900/w900.xml,W 900,CLAAS,weights,implement,Weight,$l10n_function_weight,A weight helps to keep a tractor's wheels on the ground and improves its balance.,DIRECT_MODEL,,SC-F141,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_weight:BALLAST_WEIGHT ; TYPE_DESC=Weight:BALLAST_WEIGHT,,,APPROVED,,,,,,SC-R164,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
claas/xerion12/xerion12.xml,XERION 12,CLAAS,tractorsL,tractor,tractor,$l10n_function_tractor,Tractors are required to pull trailers and tools.,DIRECT_MODEL,,SC-F128,POWER_AND_MOBILITY,TRACTOR,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsL:TRACTOR,,,APPROVED,,,,,,SC-R151,POWER_AND_MOBILITY,TRACTOR,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
dalbo/maxiroll630Greenline/maxiroll630Greenline.xml,MaxiRoll 630 Greenline,DALBO,grasslandCare,roller,roller,$l10n_function_grasslandCare,Grass rollers and weeders improve the yield of your grass fields.,DIRECT_MODEL,,SC-F058,CROP_CARE,GRASSLAND_CARE_TOOL,,,FUNCTION_SUPPORTED,SUGGESTED,FUNCTION,FUNCTION=$l10n_function_grasslandCare:GRASSLAND_CARE_TOOL ; TYPE_DESC=roller:ROLLER,,TYPE_DESC:ROLLER,APPROVED,,,,,,SC-R068,CROP_CARE,GRASSLAND_CARE_TOOL,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
dalbo/powerchain800/powerchain800.xml,POWERCHAIN 800,DALBO,discHarrows,cultivator,disc harrow,$l10n_function_discHarrow,Disc harrows are used for shallow cultivation of fields.,DIRECT_MODEL,,SC-F033,SOIL_PREPARATION,DISC_HARROW,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_discHarrow:DISC_HARROW ; TYPE_DESC=disc harrow:DISC_HARROW ; DECLARED_TYPE=cultivator:CULTIVATOR ; CATEGORY=discHarrows:DISC_HARROW,,,APPROVED,,,,,,SC-R038,SOIL_PREPARATION,DISC_HARROW,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
damcon/pl75/pl75.xml,PL-75,DAMCON,forestryPlanters,treePlanter,tree planter,$l10n_function_forestryPlanter,This tree planter plants new trees into the ground. You can buy pallets of saplings at the shop to fill this planter.,DIRECT_MODEL,,SC-F043,FORESTRY,TREE_PLANTER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE,FUNCTION=$l10n_function_forestryPlanter:TREE_PLANTER ; TYPE_DESC=tree planter:TREE_PLANTER ; DECLARED_TYPE=treePlanter:TREE_PLANTER ; CATEGORY=forestryPlanters:PLANTER,,,APPROVED,,,,,,SC-R050,FORESTRY,TREE_PLANTER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
demco/hdht52/hdht52.xml,HDHT 52,DEMCO,cutterTrailers,dynamicMountAttacherTrailer,cutter trailer,$l10n_function_cutterTrailer,Header trailers can transport headers safely on the road.,DIRECT_MODEL,,SC-F032,TRANSPORT_AND_LOGISTICS,HEADER_TRAILER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE,FUNCTION=$l10n_function_cutterTrailer:HEADER_TRAILER ; TYPE_DESC=cutter trailer:HEADER_TRAILER ; DECLARED_TYPE=dynamicMountAttacherTrailer:GENERAL_TRAILER ; CATEGORY=cutterTrailers:HARVEST_HEADER,,,APPROVED,,,,,,SC-R037,TRANSPORT_AND_LOGISTICS,HEADER_TRAILER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
demco/series850/series850.xml,850 Single Auger Grain Cart,DEMCO,augerWagons,augerWagon,auger wagon,$l10n_function_augerWagon,Auger wagons (also known as chaser bins) are used in the field for temporarily storing different crop types and directly unload them into other trailers.,DIRECT_MODEL,,SC-F006,TRANSPORT_AND_LOGISTICS,AUGER_WAGON,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_augerWagon:AUGER_WAGON ; TYPE_DESC=auger wagon:AUGER_WAGON ; DECLARED_TYPE=augerWagon:AUGER_WAGON ; CATEGORY=augerWagons:AUGER_WAGON,,,APPROVED,,,,,,SC-R008,TRANSPORT_AND_LOGISTICS,AUGER_WAGON,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
demco/steelDropDeck/steelDropDeck.xml,Steel Drop Deck,DEMCO,lowloaders | trailersSemi,trailer,low loader,$l10n_function_lowLoader,This trailer can transport other vehicles.,DIRECT_MODEL,MULTIPLE_STORE_CATEGORIES,SC-F069,TRANSPORT_AND_LOGISTICS,LOW_LOADER,,VEHICLE_TRANSPORT,CORROBORATED,SUGGESTED_EXCEPTION_REVIEW,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,"FUNCTION=$l10n_function_lowLoader:LOW_LOADER ; TYPE_DESC=low loader:LOW_LOADER ; DECLARED_TYPE=trailer:GENERAL_TRAILER ; CATEGORY=lowloaders:LOW_LOADER,trailersSemi:GENERAL_TRAILER",,,APPROVED,,,,,,SC-R080,TRANSPORT_AND_LOGISTICS,LOW_LOADER,,VEHICLE_TRANSPORT,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
deutzFahr/agroStar831/agroStar831.xml,AgroStar 8.31,DEUTZFAHR,tractorsM,tractor,tractor,$l10n_function_tractor,Tractors are required to pull trailers and tools.,DIRECT_MODEL,,SC-F128,POWER_AND_MOBILITY,TRACTOR,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsM:TRACTOR,,,APPROVED,,,,,,SC-R151,POWER_AND_MOBILITY,TRACTOR,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
deutzFahr/series6C/series6C.xml,6C RVshift,DEUTZFAHR,tractorsS,tractor,tractor,$l10n_function_tractor | $l10n_function_tractorFrontloader,Tractors are required to pull trailers and tools. | This tractor can also attach a front loader.,DIRECT_MODEL,,SC-F133,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsS:TRACTOR,,,APPROVED,,,,,,SC-R156,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
deutzFahr/series7/series7.xml,Series 7 TTV HD,DEUTZFAHR,tractorsM,tractor,tractor,$l10n_function_tractor | $l10n_function_tractorFrontloader,Tractors are required to pull trailers and tools. | This tractor can also attach a front loader.,DIRECT_MODEL,,SC-F133,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsM:TRACTOR,,,APPROVED,,,,,,SC-R156,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
deutzFahr/series8/series8.xml,Series 8 TTV,DEUTZFAHR,tractorsM,tractor,tractor,$l10n_function_tractor,Tractors are required to pull trailers and tools.,DIRECT_MODEL,,SC-F128,POWER_AND_MOBILITY,TRACTOR,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsM:TRACTOR,,,APPROVED,,,,,,SC-R151,POWER_AND_MOBILITY,TRACTOR,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
dewulf/gbc/gbc.xml,GBC,DEWULF,vegetableHarvesters,attachableCombine,top lifting harvester,$l10n_function_topLiftingHarvester,This top lifting harvester is used to pull vegetables out of the ground.,DIRECT_MODEL,,SC-F127,HARVEST,SPECIALTY_HARVESTER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_topLiftingHarvester:SPECIALTY_HARVESTER ; TYPE_DESC=top lifting harvester:SPECIALTY_HARVESTER ; DECLARED_TYPE=attachableCombine:SELF_PROPELLED_HARVESTER ; CATEGORY=vegetableHarvesters:SELF_PROPELLED_HARVESTER,,,APPROVED,,,,,,SC-R150,HARVEST,SPECIALTY_HARVESTER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
dewulf/gcci/gcciGii.xml,GCCI,DEWULF,vegetableHarvesters,attachableCombinePalletFiller,top lifting harvester,$l10n_function_topLiftingHarvester,This top lifting harvester is used to pull vegetables out of the ground.,DIRECT_MODEL,,SC-F127,HARVEST,SPECIALTY_HARVESTER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_topLiftingHarvester:SPECIALTY_HARVESTER ; TYPE_DESC=top lifting harvester:SPECIALTY_HARVESTER ; DECLARED_TYPE=attachableCombinePalletFiller:SELF_PROPELLED_HARVESTER ; CATEGORY=vegetableHarvesters:SELF_PROPELLED_HARVESTER,,,APPROVED,,,,,,SC-R150,HARVEST,SPECIALTY_HARVESTER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
dewulf/p3Profi/p3CLProfi.xml,P3CL Profi,DEWULF,vegetableHarvesters,attachableCombine,top lifting harvester,$l10n_function_topLiftingHarvester,This top lifting harvester is used to pull vegetables out of the ground.,INHERITED_VARIANT,INHERITED_DEFINITION | PARENT_ATTRIBUTE_OPERATIONS,SC-F127,HARVEST,SPECIALTY_HARVESTER,,,CORROBORATED,SUGGESTED_EXCEPTION_REVIEW,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_topLiftingHarvester:SPECIALTY_HARVESTER ; TYPE_DESC=top lifting harvester:SPECIALTY_HARVESTER ; DECLARED_TYPE=attachableCombine:SELF_PROPELLED_HARVESTER ; CATEGORY=vegetableHarvesters:SELF_PROPELLED_HARVESTER,,,APPROVED,,,,,,SC-R150,HARVEST,SPECIALTY_HARVESTER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
dewulf/p3Profi/p3Profi.xml,P3K Profi,DEWULF,vegetableHarvesters,attachableCombine,top lifting harvester,$l10n_function_topLiftingHarvester,This top lifting harvester is used to pull vegetables out of the ground.,DIRECT_MODEL,,SC-F127,HARVEST,SPECIALTY_HARVESTER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_topLiftingHarvester:SPECIALTY_HARVESTER ; TYPE_DESC=top lifting harvester:SPECIALTY_HARVESTER ; DECLARED_TYPE=attachableCombine:SELF_PROPELLED_HARVESTER ; CATEGORY=vegetableHarvesters:SELF_PROPELLED_HARVESTER,,,APPROVED,,,,,,SC-R150,HARVEST,SPECIALTY_HARVESTER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
dewulf/zkivSe/zkivSe.xml,ZKIVSE,DEWULF,vegetableHarvesters,combineCutter,harvester,$l10n_function_combine,This machine can harvest the indicated crop types.,DIRECT_MODEL,,SC-F023,HARVEST,SPECIALTY_HARVESTER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_combine:SPECIALTY_HARVESTER ; TYPE_DESC=harvester:SELF_PROPELLED_HARVESTER ; DECLARED_TYPE=combineCutter:HARVEST_HEADER ; CATEGORY=vegetableHarvesters:SELF_PROPELLED_HARVESTER,,,APPROVED,,,,,,SC-R027,HARVEST,SPECIALTY_HARVESTER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
einboeck/aerostar2400/aerostar2400.xml,AEROSTAR-CLASSIC XXL 2400,EINBOECK,weeders,weeder,weeder,$l10n_function_weeder,"Weeders pull out small grown weeds between crops, improving the field's state. They can only be used in the first growing stages of crops.",DIRECT_MODEL,,SC-F139,CROP_CARE,WEEDER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_weeder:WEEDER ; TYPE_DESC=weeder:WEEDER ; DECLARED_TYPE=weeder:WEEDER ; CATEGORY=weeders:WEEDER,,,APPROVED,,,,,,SC-R162,CROP_CARE,WEEDER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
einboeck/pneumaticstarPro1200/pneumaticstarPro1200.xml,PNEUMATICSTAR-PRO 1200,EINBOECK,weeders,weederSowingmachine,weeder,$l10n_function_weeder | $l10n_function_seeder,"Weeders pull out small grown weeds between crops, improving the field's state. They can only be used in the first growing stages of crops. | Additionally you can seed with this tool.",DIRECT_MODEL,,SC-F140,CROP_CARE,WEEDER,,SEEDING_CAPABILITY,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_weeder:WEEDER ; TYPE_DESC=weeder:WEEDER ; DECLARED_TYPE=weederSowingmachine:SEEDER ; CATEGORY=weeders:WEEDER,,DECLARED_TYPE:SEEDER,APPROVED,,,,,,SC-R163,CROP_CARE,WEEDER,,SEEDING_CAPABILITY,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
einboeck/taifun900/taifun900.xml,TAIFUN 900 RP58,EINBOECK,cultivators,cultivator,cultivator,$l10n_function_shallowCultivator,Shallow cultivators are used for shallow cultivation or seed bed creation of fields.,DIRECT_MODEL,,SC-F090,SOIL_PREPARATION,SHALLOW_CULTIVATOR,,,FUNCTION_SUPPORTED,SUGGESTED,FUNCTION,FUNCTION=$l10n_function_shallowCultivator:SHALLOW_CULTIVATOR ; TYPE_DESC=cultivator:CULTIVATOR ; DECLARED_TYPE=cultivator:CULTIVATOR ; CATEGORY=cultivators:CULTIVATOR,,,APPROVED,,,,,,SC-R104,SOIL_PREPARATION,SHALLOW_CULTIVATOR,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
elho/duett7300/duett7300.xml,Duett 7300,ELHO,mowers,mower,mower,$l10n_function_mower,Mowers cut grass.,DIRECT_MODEL,,SC-F074,GRASSLAND_AND_FORAGE,MOWER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_mower:MOWER ; TYPE_DESC=mower:MOWER ; DECLARED_TYPE=mower:MOWER ; CATEGORY=mowers:MOWER,,,APPROVED,,,,,,SC-R085,GRASSLAND_AND_FORAGE,MOWER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
